"X","Y","Z","Ux","Uy","Uz","exx","eyy","ezz","exz","eyz","exy","eHorz","eVol","eOctSh","Sxx","Syy","Szz","Sxz","Syz","Sxy","q","p","tOctSh","Mr","Poisson Ratio",
60.001,0,4.009998,.24,0,-14.17,-41,21,-72,-11,0,0,-41,-93,79,-7,-.6,-.8,.8,0,0,6.5,-8.4,6.1,5920,.35,
61.001,0,4.009998,.2,0,-14.1,-41,20,-72,4,0,0,-41,-93,77,-6.7,-.5,-.7,.7,0,0,6.2,-7.9,5.8,5920,.35,
62.001,0,4.009998,.16,0,-14.08,-36,20,-72,-54,0,0,-36,-88,116,-6.3,-.5,-.6,.6,0,0,5.9,-7.5,5.6,5000,.35,
63.001,0,4.009998,.13,0,-14.08,-36,20,-72,-42,0,0,-36,-88,102,-6,-.4,-.6,.5,0,0,5.6,-7,5.3,5000,.35,
64.001,0,4.009998,.09,0,-14.08,-36,19,-72,-30,0,0,-36,-88,90,-5.7,-.4,-.5,.4,0,0,5.3,-6.5,5,5000,.35,
65.001,0,4.009998,.06,0,-14.08,-36,19,-72,-18,0,0,-36,-89,80,-5.4,-.3,-.4,.3,0,0,5,-6,4.8,5000,.35,
66.001,0,4.009998,.02,0,-14.08,-36,19,-72,-6,0,0,-36,-89,75,-5.1,-.2,-.3,.1,0,0,4.8,-5.6,4.6,5000,.35,
67.001,0,4.009998,-.02,0,-14.08,-36,19,-72,5,0,0,-36,-89,75,-5.1,-.2,-.3,-.1,0,0,4.8,-5.6,4.6,5000,.35,
68.001,0,4.009998,-.05,0,-14.08,-36,19,-72,17,0,0,-36,-89,80,-5.3,-.3,-.4,-.2,0,0,5,-6,4.7,5000,.35,
69.001,0,4.009998,-.09,0,-14.08,-36,19,-72,29,0,0,-36,-88,89,-5.7,-.4,-.5,-.4,0,0,5.3,-6.5,5,5000,.35,
70.001,0,4.009998,-.13,0,-14.08,-36,20,-72,41,0,0,-36,-88,101,-6,-.4,-.6,-.5,0,0,5.6,-7,5.3,5000,.35,
71.001,0,4.009998,-.16,0,-14.08,-36,20,-72,53,0,0,-36,-88,114,-6.3,-.5,-.6,-.6,0,0,5.9,-7.4,5.5,5000,.35,
72.001,0,4.009998,-.2,0,-14.09,-41,20,-72,-6,0,0,-41,-93,77,-6.6,-.5,-.7,-.7,0,0,6.2,-7.9,5.8,5000,.35,
73.001,0,4.009998,-.24,0,-14.16,-41,21,-72,9,0,0,-41,-93,79,-7,-.6,-.8,-.8,0,0,6.4,-8.3,6.1,5000,.35,
74.001,0,4.009998,-.29,0,-14.29,-69,22,-73,-104,0,0,-69,-120,191,-7.3,-.6,-.9,-.9,0,0,6.7,-8.8,6.4,5000,.35,
75.001,0,4.009998,-.36,0,-14.49,-64,23,-74,-159,0,0,-64,-115,275,-7.6,-.7,-1,-1,0,0,7,-9.3,6.6,5000,.35,
76.001,0,4.009998,-.43,0,-14.76,-64,25,-75,-148,0,0,-64,-114,257,-8,-.7,-1,-1.1,0,0,7.3,-9.7,6.9,5000,.35,
77.001,0,4.009998,-.49,0,-15.05,-61,27,-76,-175,0,0,-61,-110,300,-8.3,-.8,-1.1,-1.3,0,0,7.6,-10.2,7.2,5000,.35,
78.001,0,4.009998,-.55,0,-15.36,-61,30,-79,-164,0,0,-61,-110,283,-8.9,-.8,-1.3,-1.5,0,0,8.3,-11,7.8,5000,.35,
79.001,0,4.009998,-.61,0,-15.66,-61,32,-81,-152,0,0,-61,-110,268,-9.7,-.8,-1.5,-1.8,0,0,9.1,-12,8.6,5000,.35,
80.001,0,4.009998,-.67,0,-15.97,-61,35,-83,-141,0,0,-61,-109,252,-10.7,-.8,-1.7,-2.1,0,0,10.1,-13.2,9.5,5000,.35,
81.001,0,4.009998,-.74,0,-16.28,-61,38,-85,-130,0,0,-61,-108,238,-11.8,-.9,-2,-2.5,0,0,11.2,-14.7,10.6,5000,.35,
82.001,0,4.009998,-.82,0,-16.71,-95,43,-95,-285,0,0,-95,-148,483,-12.9,-1,-2.3,-2.9,0,0,12.4,-16.3,11.7,5000,.35,
83.001,0,4.009998,-.92,0,-17.18,-95,48,-106,-284,0,0,-95,-154,484,-14.1,-1.1,-2.6,-3.3,0,0,13.5,-17.8,12.7,5000,.35,
84.001,0,4.009998,-1.02,0,-17.65,-95,54,-118,-283,0,0,-95,-159,486,-14.1,-.2,-2.6,-3.8,0,0,14.3,-16.9,13.6,5000,.35,
85.001,0,4.009998,-1.11,0,-18.11,-95,60,-129,-281,0,0,-95,-164,488,-13.9,.7,-2.5,-4.3,0,0,15.2,-15.7,14.4,5000,.35,
86.001,0,4.009998,-1.2,0,-18.72,-94,67,-146,-426,0,0,-94,-173,719,-13.8,1.7,-2.4,-4.9,0,0,16.1,-14.5,15.3,5000,.35,
87.001,0,4.009998,-1.3,0,-19.34,-94,75,-164,-421,0,0,-94,-183,717,-13.6,2.7,-2.4,-5.4,0,0,17,-13.3,16.2,5000,.35,
88.001,0,4.009998,-1.41,0,-20.04,-122,85,-182,-544,0,0,-122,-219,918,-13.4,4,-2.8,-6.3,0,0,18.4,-12.2,17.6,5000,.35,
89.001,0,4.009998,-1.53,0,-20.8,-115,96,-200,-677,0,0,-115,-220,1133,-13.2,5.2,-3.2,-7.3,0,0,19.9,-11.1,19.2,5000,.35,
90.001,0,4.009998,-1.65,0,-21.68,-115,107,-227,-678,0,0,-115,-234,1141,-13,6.5,-3.5,-8.2,0,0,21.5,-10,20.8,5000,.35,
91.001,0,4.009998,-1.76,0,-22.58,-112,121,-253,-717,0,0,-112,-244,1211,-12.5,8.1,-4.1,-9.4,0,0,23.7,-8.5,22.9,5000,.35,
92.001,0,4.009998,-1.87,0,-23.5,-99,137,-281,-824,0,0,-99,-244,1389,-12.3,10.1,-4.8,-11.1,0,0,26.9,-7,26,5000,.35,
93.001,0,4.009998,-1.97,0,-24.53,-99,154,-319,-829,0,0,-99,-265,1408,-11.8,12.3,-5.8,-13,0,0,30.6,-5.3,29.6,5000,.35,
94.001,0,4.009998,-2.06,0,-25.57,-72,173,-363,-878,0,0,-72,-261,1499,-10.3,15.2,-7.6,-15.6,0,0,35.6,-2.7,34.2,5000,.35,
95.001,0,4.009998,-2.13,0,-26.64,-106,195,-413,-1042,0,0,-106,-324,1772,-7.9,18.6,-9.4,-19.1,0,0,42.2,1.3,40.4,5000,.35,
96.001,0,4.009998,-2.2,0,-27.9,-66,218,-491,-1099,0,0,-66,-339,1886,-5.1,22.2,-11.5,-23,0,0,50.1,5.6,47.6,5000,.35,
97.001,0,4.009998,-2.25,0,-29.17,-35,245,-574,-1118,0,0,-35,-364,1949,-2,25.9,-15.3,-27.4,0,0,59.7,8.6,56.5,5000,.35,
98.001,0,4.009998,-2.26,0,-30.42,5,272,-664,-1121,0,0,5,-386,1993,6.6,31.4,-21.3,-30.2,0,0,69.2,16.7,65.4,5000,.35,
99.001,0,4.009998,-2.22,0,-31.64,92,298,-756,-1176,0,0,92,-366,2126,16,36.7,-27.8,-29.6,0,0,76.5,24.9,72.3,5000,.35,
100.001,0,4.009998,-2.11,0,-32.9,131,320,-847,-1091,0,0,131,-397,2055,23.7,40.8,-33.5,-26,0,0,80.8,31,76.4,5000,.35,
101.001,0,4.009998,-1.96,0,-34.03,161,339,-926,-984,0,0,161,-426,1958,28.9,44.1,-37.5,-21.2,0,0,48.4,35.5,78.9,5000,.35,
102.001,0,4.009998,-1.79,0,-35.03,199,356,-988,-739,0,0,199,-433,1701,32.6,46.9,-40.5,-16.6,0,0,50.8,38.9,81.2,5000,.35,
103.001,0,4.009998,-1.58,0,-35.88,215,369,-1032,-745,0,0,215,-448,1747,34.9,49,-42.5,-11.8,0,0,52.8,41.4,82.7,5000,.35,
104.001,0,4.009998,-1.37,0,-36.65,218,381,-1051,-588,0,0,218,-452,1600,35.7,50.3,-43.3,-4.8,0,0,54.1,42.8,82.6,5000,.35,
105.001,0,4.009998,-1.15,0,-37.3,218,393,-1089,-548,0,0,218,-478,1597,36.5,52.2,-43.6,-8.3,0,0,55.7,45.1,85,5000,.35,
106.001,0,4.009998,-.93,0,-37.79,218,404,-1104,-365,0,0,218,-482,1469,36.6,53.9,-43.2,-2.4,0,0,57.1,47.3,84.7,5000,.35,
107.001,0,4.009998,-.72,0,-38.18,202,414,-1107,-247,0,0,202,-491,1405,36.1,55.2,-42.2,1.2,0,0,58.3,49,84.4,5000,.35,
108.001,0,4.009998,-.51,0,-38.46,209,421,-1101,-190,0,0,209,-471,1382,34.6,56.3,-40.6,4.4,0,0,59.3,50.3,83.3,5000,.35,
109.001,0,4.009998,-.33,0,-38.62,180,427,-1085,-44,0,0,180,-478,1327,32.4,57.4,-37.4,6,0,0,59.9,52.4,80.8,5000,.35,
110.001,0,4.009998,-.16,0,-38.7,138,429,-1076,1,0,0,138,-510,1303,28,57.5,-33.4,5.4,0,0,60.2,52.1,76.2,5000,.35,
111.001,0,4.009998,-.03,0,-38.71,125,430,-1068,15,0,0,125,-513,1294,23.6,56.8,-31,1,0,0,60.5,49.5,72.4,5000,.35,
112.001,0,4.009998,.1,0,-38.66,138,430,-1072,63,0,0,138,-504,1304,25.9,57.2,-32.2,-4.2,0,0,60.4,50.9,74.4,5000,.35,
113.001,0,4.009998,.25,0,-38.54,180,427,-1083,106,0,0,180,-475,1334,31,57.6,-35.7,-6.6,0,0,60,53,79.2,5000,.35,
114.001,0,4.009998,.44,0,-38.35,179,423,-1096,141,0,0,179,-494,1352,34.1,56.8,-39.6,-5.5,0,0,59.6,51.4,82.8,5000,.35,
115.001,0,4.009998,.64,0,-38.05,209,418,-1107,238,0,0,209,-481,1405,35.8,55.8,-41.7,-2.8,0,0,58.7,49.8,84.2,5000,.35,
116.001,0,4.009998,.85,0,-37.62,219,408,-1109,431,0,0,219,-483,1523,36.5,54.4,-42.8,.5,0,0,57.5,48.2,84.4,5000,.35,
117.001,0,4.009998,1.07,0,-37.07,218,397,-1099,469,0,0,218,-484,1538,37.1,53.1,-43.7,4.9,0,0,56.4,46.5,85.1,5000,.35,
118.001,0,4.009998,1.29,0,-36.39,221,385,-1058,625,0,0,221,-452,1645,36.3,51,-43.4,10,0,0,54.6,43.9,84.6,5000,.35,
119.001,0,4.009998,1.51,0,-35.6,218,374,-1050,827,0,0,218,-459,1858,35.6,49.7,-42.9,8.7,0,0,53.3,42.4,82.7,5000,.35,
.001,0,4.109998,-1.67,0,-19.13,-105,98,-212,-784,0,0,-105,-219,1306,-11,5.2,-3.3,-6.7,0,0,17.7,-9.2,17.1,11700,.35,
1.001,0,4.109998,-1.77,0,-20.15,-105,111,-239,-787,0,0,-105,-233,1317,-10.9,6.3,-3.7,-7.5,0,0,19.3,-8.3,18.7,11700,.35,
2.001,0,4.109998,-1.88,0,-21.16,-105,125,-266,-790,0,0,-105,-246,1329,-10.6,7.9,-4.3,-8.9,0,0,21.8,-7,21.1,11700,.35,
3.001,0,4.109998,-1.98,0,-22.21,-95,142,-297,-879,0,0,-95,-250,1479,-10.5,9.6,-5,-10.5,0,0,24.9,-5.9,24.1,13300,.35,
4.001,0,4.109998,-2.07,0,-23.31,-95,160,-335,-884,0,0,-95,-270,1500,-9.8,11.8,-6.3,-12.5,0,0,28.9,-4.3,27.9,13300,.35,
5.001,0,4.109998,-2.15,0,-24.45,-67,180,-382,-933,0,0,-67,-269,1592,-8.5,14.4,-8.2,-15,0,0,33.8,-2.3,32.5,18100,.35,
6.001,0,4.109998,-2.21,0,-25.66,-59,202,-440,-1137,0,0,-59,-298,1930,-6.2,17.6,-10,-18.4,0,0,40.6,1.4,38.8,20100,.35,
7.001,0,4.109998,-2.27,0,-27,-59,226,-520,-1157,0,0,-59,-353,1987,-3.7,20.8,-12.7,-22.2,0,0,48.5,4.4,46,20100,.35,
8.000999,0,4.109998,-2.31,0,-28.34,-28,254,-604,-1179,0,0,-28,-378,2053,.4,24.6,-16.9,-26,0,0,57.5,8.1,54.4,22700,.35,
9.000999,0,4.109998,-2.3,0,-29.65,54,280,-695,-1136,0,0,54,-361,2034,8.5,29.5,-22.8,-27.8,0,0,66.2,15.2,62.5,26700,.35,
10.001,0,4.109998,-2.23,0,-30.97,97,304,-788,-1231,0,0,97,-387,2223,16.7,34,-29,-26.5,0,0,72.6,21.7,68.6,28800,.35,
11.001,0,4.109998,-2.11,0,-32.27,135,326,-877,-1152,0,0,135,-416,2157,22.6,37.3,-34,-22.5,0,0,75.8,25.9,71.6,30700,.35,
12.001,0,4.109998,-1.94,0,-33.45,186,345,-950,-938,0,0,186,-419,1917,26.9,40.1,-37.7,-18.2,0,0,78.3,29.2,74.2,33900,.35,
13.001,0,4.109998,-1.75,0,-34.47,202,360,-1005,-813,0,0,202,-443,1803,29.8,42.4,-40.4,-14,0,0,80.5,31.7,76.3,34900,.35,
14.001,0,4.109998,-1.54,0,-35.42,219,373,-1047,-823,0,0,219,-455,1850,31.4,44,-42,-9,0,0,49.3,33.4,77.2,35500,.35,
15.001,0,4.109998,-1.32,0,-36.23,222,385,-1053,-619,0,0,222,-447,1636,32,45.2,-42.5,-9,0,0,50.4,34.7,78.6,35100,.35,
16.001,0,4.109998,-1.1,0,-36.92,219,397,-1098,-467,0,0,219,-483,1536,32.6,47,-42.9,-5.2,0,0,52.1,36.7,79.2,35500,.35,
17.001,0,4.109998,-.88,0,-37.48,220,408,-1109,-429,0,0,220,-482,1522,32.3,48.3,-42.1,-.7,0,0,53.2,38.4,78.8,34900,.35,
18.001,0,4.109998,-.67,0,-37.92,232,418,-1108,-356,0,0,232,-458,1478,31.5,49.5,-41.1,2.3,0,0,54.2,39.9,78.4,33900,.35,
19.001,0,4.109998,-.46,0,-38.23,180,424,-1099,-142,0,0,180,-495,1356,30,50.4,-39.1,4.9,0,0,55,41.3,77,30700,.35,
20.001,0,4.109998,-.28,0,-38.43,182,428,-1085,-105,0,0,182,-475,1337,27.6,51.3,-35.6,6,0,0,55.3,43.2,74,28800,.35,
21.001,0,4.109998,-.12,0,-38.56,140,431,-1074,-62,0,0,140,-504,1308,22.9,51,-32.2,4.1,0,0,55.6,41.7,69.4,26700,.35,
22.001,0,4.109998,.01,0,-38.62,129,432,-1069,-11,0,0,129,-509,1296,20.5,50.6,-30.9,-.5,0,0,55.8,40.2,67.3,22700,.35,
23.001,0,4.109998,.15,0,-38.61,140,430,-1077,3,0,0,140,-507,1305,24,51.2,-32.8,-4.8,0,0,55.6,42.3,70.4,20100,.35,
24.001,0,4.109998,.32,0,-38.54,182,428,-1086,47,0,0,182,-476,1329,28.1,51.1,-36.5,-5.6,0,0,55.3,42.7,74.7,20100,.35,
25.001,0,4.109998,.5,0,-38.39,210,423,-1102,192,0,0,210,-469,1384,30.1,50.1,-39.7,-4.2,0,0,54.9,40.6,77.3,18100,.35,
26.001,0,4.109998,.71,0,-38.11,203,415,-1107,249,0,0,203,-489,1407,31.6,49.2,-41.4,-1.4,0,0,54.1,39.4,78.5,13300,.35,
27.001,0,4.109998,.92,0,-37.73,219,406,-1105,365,0,0,219,-481,1471,32.2,48,-42.4,1.9,0,0,53,37.8,78.8,13300,.35,
28.001,0,4.109998,1.14,0,-37.25,216,395,-1093,385,0,0,216,-482,1468,32.3,46.5,-42.8,7,0,0,51.8,36,79.1,11700,.35,
29.001,0,4.109998,1.36,0,-36.61,219,383,-1051,589,0,0,219,-450,1602,31.6,44.8,-42.4,4.7,0,0,50.2,34,77.1,11700,.35,
30.001,0,4.109998,1.58,0,-35.85,216,371,-1036,741,0,0,216,-449,1747,30.9,43.6,-41.8,10.7,0,0,49.1,32.7,77.2,11700,.35,
31.001,0,4.109998,1.78,0,-35,199,358,-992,734,0,0,199,-435,1699,28.9,41.8,-39.9,15.2,0,0,80,30.8,75.8,9820,.35,
32.001,0,4.109998,1.96,0,-34.04,161,341,-932,977,0,0,161,-430,1952,25.7,39.4,-36.9,19.4,0,0,77.8,28.1,73.6,9820,.35,
33.001,0,4.109998,2.11,0,-32.92,131,322,-854,1083,0,0,131,-402,2047,21.2,36.5,-33.1,23.8,0,0,75.4,24.6,71.3,9820,.35,
34.001,0,4.109998,2.22,0,-31.68,93,300,-764,1167,0,0,93,-371,2116,14.5,32.9,-27.6,27.2,0,0,71.4,19.8,67.4,9820,.35,
35.001,0,4.109998,2.27,0,-30.46,7,275,-671,1113,0,0,7,-389,1985,6,28.3,-21.4,27.9,0,0,64.7,12.9,61.1,10100,.35,
36.001,0,4.109998,2.27,0,-29.22,-32,248,-581,1112,0,0,-32,-365,1942,-1.7,23.4,-15.7,25.6,0,0,55.8,6,52.8,10100,.35,
37.001,0,4.109998,2.22,0,-27.96,-64,221,-498,1092,0,0,-64,-340,1879,-4.9,19.9,-11.8,21.6,0,0,47,3.2,44.6,10100,.35,
38.001,0,4.109998,2.16,0,-26.7,-64,198,-418,1073,0,0,-64,-284,1824,-7.4,16.7,-9.5,18,0,0,39.6,-.2,37.8,10100,.35,
39.001,0,4.109998,2.08,0,-25.63,-71,176,-367,873,0,0,-71,-262,1493,-9.5,13.6,-7.7,14.7,0,0,33.2,-3.7,31.9,8010,.35,
40.001,0,4.109998,2,0,-24.58,-99,157,-322,825,0,0,-99,-264,1404,-10.9,11,-5.9,12.3,0,0,28.5,-5.8,27.5,8010,.35,
41.001,0,4.109998,1.9,0,-23.56,-99,139,-284,821,0,0,-99,-244,1384,-11.4,9,-4.9,10.4,0,0,25,-7.2,24.1,8010,.35,
42.001,0,4.109998,1.79,0,-22.63,-112,123,-256,715,0,0,-112,-244,1208,-11.5,7.3,-4.1,8.9,0,0,22,-8.3,21.2,8010,.35,
43.001,0,4.109998,1.68,0,-21.73,-115,110,-229,675,0,0,-115,-234,1137,-11.9,5.8,-3.6,7.7,0,0,19.8,-9.7,19.1,8010,.35,
44.001,0,4.109998,1.56,0,-20.85,-115,98,-202,674,0,0,-115,-220,1130,-12,4.6,-3.2,6.8,0,0,18.3,-10.6,17.6,8010,.35,
45.001,0,4.109998,1.44,0,-20.09,-123,87,-183,542,0,0,-123,-219,915,-12.2,3.5,-2.8,6,0,0,16.9,-11.5,16.2,8010,.35,
46.001,0,4.109998,1.33,0,-19.37,-94,77,-165,419,0,0,-94,-183,714,-12.4,2.4,-2.4,5.1,0,0,15.6,-12.4,14.9,5920,.35,
47.001,0,4.109998,1.23,0,-18.76,-94,69,-148,424,0,0,-94,-173,716,-12.5,1.5,-2.4,4.6,0,0,14.7,-13.4,14,5920,.35,
48.001,0,4.109998,1.14,0,-18.14,-94,62,-130,429,0,0,-94,-163,720,-12.6,.6,-2.5,4.1,0,0,13.8,-14.5,13.1,5920,.35,
49.001,0,4.109998,1.04,0,-17.67,-95,55,-119,281,0,0,-95,-159,485,-12.7,-.2,-2.5,3.6,0,0,13,-15.5,12.3,5920,.35,
50.001,0,4.109998,.95,0,-17.21,-95,49,-107,283,0,0,-95,-153,483,-12.8,-1.1,-2.6,3.1,0,0,12.3,-16.4,11.6,5920,.35,
51.001,0,4.109998,.85,0,-16.74,-95,44,-96,284,0,0,-95,-147,482,-11.8,-1,-2.3,2.7,0,0,11.3,-15.1,10.6,5920,.35,
52.001,0,4.109998,.76,0,-16.3,-62,39,-86,129,0,0,-62,-108,237,-10.8,-.9,-2,2.4,0,0,10.2,-13.7,9.6,5920,.35,
53.001,0,4.109998,.7,0,-15.99,-62,36,-83,140,0,0,-62,-109,251,-9.7,-.8,-1.7,2,0,0,9.2,-12.3,8.7,5920,.35,
54.001,0,4.109998,.63,0,-15.68,-62,33,-81,151,0,0,-62,-110,266,-8.9,-.8,-1.5,1.7,0,0,8.3,-11.1,7.8,5920,.35,
55.001,0,4.109998,.57,0,-15.37,-62,31,-79,162,0,0,-62,-110,282,-8.1,-.8,-1.3,1.4,0,0,7.5,-10.2,7.1,5920,.35,
56.001,0,4.109998,.51,0,-15.07,-62,28,-77,173,0,0,-62,-110,298,-7.5,-.8,-1.1,1.2,0,0,6.9,-9.4,6.5,5920,.35,
57.001,0,4.109998,.45,0,-14.78,-66,26,-75,146,0,0,-66,-114,256,-7.2,-.7,-1.1,1.1,0,0,6.6,-9,6.2,5920,.35,
58.001,0,4.109998,.38,0,-14.51,-66,24,-74,158,0,0,-66,-115,273,-6.9,-.7,-1,1,0,0,6.3,-8.6,6,5920,.35,
59.001,0,4.109998,.31,0,-14.3,-71,23,-73,102,0,0,-71,-121,189,-6.6,-.6,-.9,.9,0,0,6.1,-8.2,5.7,5920,.35,
60.001,0,4.109998,.25,0,-14.16,-43,21,-72,-11,0,0,-43,-93,80,-6.4,-.6,-.8,.8,0,0,5.8,-7.7,5.5,5920,.35,
61.001,0,4.109998,.21,0,-14.09,-43,21,-72,4,0,0,-43,-93,78,-6.1,-.5,-.8,.7,0,0,5.5,-7.3,5.2,5920,.35,
62.001,0,4.109998,.17,0,-14.08,-37,20,-72,-54,0,0,-37,-89,116,-5.8,-.5,-.7,.6,0,0,5.3,-6.9,5,5000,.35,
63.001,0,4.109998,.13,0,-14.08,-37,20,-72,-42,0,0,-37,-89,102,-5.5,-.4,-.6,.5,0,0,5,-6.5,4.7,5000,.35,
64.001,0,4.109998,.1,0,-14.08,-37,20,-72,-30,0,0,-37,-89,90,-5.2,-.4,-.5,.3,0,0,4.8,-6.1,4.5,5000,.35,
65.001,0,4.109998,.06,0,-14.08,-37,20,-72,-18,0,0,-37,-89,81,-4.9,-.3,-.4,.2,0,0,4.5,-5.6,4.3,5000,.35,
66.001,0,4.109998,.02,0,-14.08,-37,20,-72,-6,0,0,-37,-89,76,-4.6,-.2,-.4,.1,0,0,4.3,-5.2,4.1,5000,.35,
67.001,0,4.109998,-.02,0,-14.08,-37,20,-72,5,0,0,-37,-89,76,-4.6,-.2,-.4,-.1,0,0,4.3,-5.2,4.1,5000,.35,
68.001,0,4.109998,-.05,0,-14.08,-37,20,-72,17,0,0,-37,-89,81,-4.8,-.3,-.4,-.2,0,0,4.5,-5.6,4.2,5000,.35,
69.001,0,4.109998,-.09,0,-14.08,-37,20,-72,29,0,0,-37,-89,89,-5.1,-.4,-.5,-.3,0,0,4.7,-6,4.5,5000,.35,
70.001,0,4.109998,-.13,0,-14.08,-37,20,-72,41,0,0,-37,-89,101,-5.4,-.4,-.6,-.4,0,0,5,-6.4,4.7,5000,.35,
71.001,0,4.109998,-.17,0,-14.08,-37,20,-72,53,0,0,-37,-89,115,-5.7,-.5,-.7,-.5,0,0,5.3,-6.9,5,5000,.35,
72.001,0,4.109998,-.21,0,-14.08,-43,21,-72,-6,0,0,-43,-93,78,-6,-.5,-.7,-.6,0,0,5.5,-7.3,5.2,5000,.35,
73.001,0,4.109998,-.25,0,-14.15,-43,21,-72,9,0,0,-43,-93,79,-6.3,-.6,-.8,-.8,0,0,5.8,-7.7,5.5,5000,.35,
74.001,0,4.109998,-.3,0,-14.29,-71,22,-73,-104,0,0,-71,-121,191,-6.6,-.6,-.9,-.9,0,0,6.1,-8.1,5.7,5000,.35,
75.001,0,4.109998,-.37,0,-14.49,-66,24,-74,-159,0,0,-66,-115,275,-6.9,-.7,-1,-1,0,0,6.3,-8.5,6,5000,.35,
76.001,0,4.109998,-.44,0,-14.76,-66,26,-75,-147,0,0,-66,-114,257,-7.2,-.7,-1.1,-1.1,0,0,6.6,-9,6.2,5000,.35,
77.001,0,4.109998,-.5,0,-15.04,-62,28,-76,-174,0,0,-62,-110,300,-7.5,-.8,-1.1,-1.2,0,0,6.9,-9.4,6.5,5000,.35,
78.001,0,4.109998,-.57,0,-15.35,-62,31,-79,-163,0,0,-62,-110,283,-8.1,-.8,-1.3,-1.4,0,0,7.5,-10.1,7,5000,.35,
79.001,0,4.109998,-.63,0,-15.66,-62,33,-81,-152,0,0,-62,-110,268,-8.8,-.8,-1.5,-1.7,0,0,8.2,-11.1,7.8,5000,.35,
80.001,0,4.109998,-.69,0,-15.96,-62,36,-83,-141,0,0,-62,-109,253,-9.7,-.8,-1.7,-2,0,0,9.1,-12.2,8.6,5000,.35,
81.001,0,4.109998,-.75,0,-16.27,-62,39,-85,-130,0,0,-62,-108,238,-10.7,-.9,-2,-2.3,0,0,10.1,-13.6,9.6,5000,.35,
82.001,0,4.109998,-.84,0,-16.7,-95,44,-95,-284,0,0,-95,-147,482,-11.7,-1,-2.3,-2.7,0,0,11.2,-15,10.5,5000,.35,
83.001,0,4.109998,-.94,0,-17.17,-95,49,-106,-283,0,0,-95,-153,483,-12.7,-1.1,-2.5,-3,0,0,12.2,-16.3,11.5,5000,.35,
84.001,0,4.109998,-1.03,0,-17.63,-95,55,-118,-282,0,0,-95,-158,485,-12.8,-.3,-2.5,-3.5,0,0,13,-15.6,12.3,5000,.35,
85.001,0,4.109998,-1.13,0,-18.1,-95,61,-129,-280,0,0,-95,-163,487,-12.6,.6,-2.5,-4,0,0,13.8,-14.5,13.1,5000,.35,
86.001,0,4.109998,-1.22,0,-18.71,-94,68,-146,-424,0,0,-94,-172,717,-12.5,1.4,-2.4,-4.5,0,0,14.6,-13.5,13.9,5000,.35,
87.001,0,4.109998,-1.32,0,-19.32,-94,76,-164,-419,0,0,-94,-182,714,-12.4,2.3,-2.4,-5,0,0,15.5,-12.5,14.8,5000,.35,
88.001,0,4.109998,-1.43,0,-20.02,-123,86,-182,-542,0,0,-123,-218,915,-12.2,3.4,-2.8,-5.9,0,0,16.8,-11.6,16.1,5000,.35,
89.001,0,4.109998,-1.55,0,-20.78,-115,97,-200,-674,0,0,-115,-219,1129,-12,4.6,-3.2,-6.8,0,0,18.2,-10.7,17.5,5000,.35,
90.001,0,4.109998,-1.67,0,-21.66,-115,109,-227,-675,0,0,-115,-233,1137,-11.9,5.7,-3.6,-7.6,0,0,19.7,-9.8,19,5000,.35,
91.001,0,4.109998,-1.78,0,-22.56,-112,122,-253,-715,0,0,-112,-243,1207,-11.5,7.1,-4.1,-8.8,0,0,21.8,-8.5,21,5000,.35,
92.001,0,4.109998,-1.89,0,-23.48,-99,138,-281,-820,0,0,-99,-242,1383,-11.4,8.9,-4.8,-10.3,0,0,24.7,-7.3,23.8,5000,.35,
93.001,0,4.109998,-1.99,0,-24.5,-99,155,-319,-825,0,0,-99,-263,1402,-11,10.8,-5.8,-12.1,0,0,28.2,-5.9,27.1,5000,.35,
94.001,0,4.109998,-2.08,0,-25.54,-71,175,-363,-873,0,0,-71,-259,1491,-9.6,13.4,-7.6,-14.5,0,0,32.9,-3.8,31.6,5000,.35,
95.001,0,4.109998,-2.15,0,-26.6,-104,196,-413,-1036,0,0,-104,-321,1763,-7.5,16.4,-9.4,-17.7,0,0,39.1,-.5,37.3,5000,.35,
96.001,0,4.109998,-2.21,0,-27.86,-64,219,-491,-1091,0,0,-64,-336,1874,-5.1,19.7,-11.5,-21.3,0,0,46.3,3.1,44,5000,.35,
97.001,0,4.109998,-2.27,0,-29.11,-32,246,-574,-1110,0,0,-32,-360,1936,-2.3,23,-15.2,-25.4,0,0,55.1,5.4,52.2,5000,.35,
98.001,0,4.109998,-2.27,0,-30.35,7,273,-664,-1112,0,0,7,-384,1979,5.4,27.9,-20.9,-27.9,0,0,64,12.3,60.5,5000,.35,
99.001,0,4.109998,-2.23,0,-31.57,93,298,-756,-1166,0,0,93,-365,2112,13.8,32.6,-27.1,-27.4,0,0,70.9,19.3,67,5000,.35,
100.001,0,4.109998,-2.12,0,-32.81,131,320,-847,-1083,0,0,131,-396,2043,20.7,36.2,-32.7,-24.1,0,0,75.1,24.3,71,5000,.35,
101.001,0,4.109998,-1.97,0,-33.94,161,340,-926,-977,0,0,161,-425,1949,25.4,39.1,-36.7,-19.7,0,0,77.6,27.8,73.4,5000,.35,
102.001,0,4.109998,-1.8,0,-34.93,199,357,-988,-734,0,0,199,-432,1696,28.7,41.6,-39.7,-15.5,0,0,79.8,30.6,75.7,5000,.35,
